序号,配件编码,配件名称,销售单价,单位,预警,状态
11,70153506133,哈瑞斯可调倾角摆臂,￥1400.00,套,"预警库存：/                                

                                滞销天数：/",在售
12,55815678136,宝马M3转向角传感器,￥1300.00,个,"预警库存：/                                

                                滞销天数：/",在售
13,55639038125,ROWE德威10W-60（1L）,￥190.00,支,"预警库存：/                                

                                滞销天数：/",在售
14,72425084140,埃尔法机波箱胶,￥980.00,个,"预警库存：/                                

                                滞销天数：/",在售
15,72425038125,埃尔法机脚胶后部,￥855.00,个,"预警库存：/                                

                                滞销天数：/",在售
16,72424959138,埃尔法机脚胶前部,￥855.00,个,"预警库存：/                                

                                滞销天数：/",在售
17,72424897114,埃尔法机脚胶右上,￥1350.00,个,"预警库存：/                                

                                滞销天数：/",在售
18,71932522312,威尔法晴雨挡,￥3000.00,套,"预警库存：/                                

                                滞销天数：/",在售
19,50036225131,思域卤素灯,￥0.00,个,"预警库存：/                                

                                滞销天数：/",在售
20,45751663213,K100Pro透明车衣,￥126.00,米,"预警库存：/                                

                                滞销天数：/",在售
